wtM_koH_1,wtM_koH_2,wtH_koM_1,wtH_koM_2,Log2_FC,STDEV,Location,t_test,T-test Difference ,T-test Significant ,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Score,Intensity L,Intensity M,Intensity H,Protein IDs,Majority protein IDs,Protein names,Gene names,Fasta headers
-0.280362397,NaN,-1.063921809,NaN,-0.672142103,0.554060174,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton. Cytoplasm, cell cortex. Note=Expressed along the cell membrane in podocytes and presumptive tubule cells during glomerulogenesis and is expressed along lateral cell margins in tubule cells. {ECO:0000250}.",0.335968335,-0.672142103,,3,1.6,1.6,1.6,284.54,20.325,4321000,4215100,3101200,Q13813,Q13813,"Spectrin alpha chain, non-erythrocytic 1",SPTAN1,"sp|Q13813|SPTN1_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3"
-0.580917299,-0.045582682,-1.015549183,-1.06939137,-0.677860133,0.474869558,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11891849}. Nucleus envelope {ECO:0000269|PubMed:11891849}.,0.06484594,-0.677860133,,3,3.4,3.4,3.4,97.169,27.959,38780000,41991000,27350000,Q14974,Q14974,Importin subunit beta-1,KPNB1,sp|Q14974|IMB1_HUMAN Importin subunit beta-1 OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=2
-0.581110239,-0.213502824,-1.327420831,-0.620889246,-0.685730785,0.46544432,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11336712}. Cytoplasm {ECO:0000269|PubMed:11336712}.,0.060190925,-0.685730785,,4,19.3,19.3,13.4,27.366,91.817,670110000,155880000,111610000,Q16629,Q16629,Serine/arginine-rich splicing factor 7,SRSF7,sp|Q16629|SRSF7_HUMAN Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1
-3.840362549,NaN,0.124328181,1.636311412,-0.693240985,2.828392463,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:20053363}. Cell projection, lamellipodium {ECO:0000269|PubMed:20053363}. Cleavage furrow {ECO:0000269|PubMed:15020676}. Cytoplasm, cytoskeleton, stress fiber {ECO:0000269|PubMed:15020676}. Note=Localized to stress fibers during interphase and to the cleavage furrow during mitosis. {ECO:0000269|PubMed:15020676}.",0.71248883,-0.693240985,,2,1.7,1.7,1.7,210.71,13.403,37495000,78547000,27692000,Q15746,Q15746,"Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle, deglutamylated form",MYLK,"sp|Q15746|MYLK_HUMAN Myosin light chain kinase, smooth muscle OS=Homo sapiens OX=9606 GN=MYLK PE=1 SV=4"
NaN,NaN,-0.672887504,-0.714183509,-0.693535507,0.029200685,"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:15456787}. Endoplasmic reticulum {ECO:0000269|PubMed:15215856}. Nucleus {ECO:0000269|PubMed:23042605, ECO:0000269|PubMed:26842564}. Cytoplasm, Stress granule {ECO:0000269|PubMed:29804830}. Note=Present in the neuronal hyaline inclusion bodies specifically found in motor neurons from amyotrophic lateral sclerosis patients (PubMed:15456787). Present in the Lewy bodies specifically found in neurons from Parkinson disease patients (PubMed:15456787). Recruited to the cytoplasmic surface of the endoplasmic reticulum via interaction with AMFR/gp78 (PubMed:16168377). Following DNA double-strand breaks, recruited to the sites of damage (PubMed:22120668). Recruited to stalled replication forks via interaction with SPRTN (PubMed:23042605). Recruited to damaged lysosomes decorated with K48-linked ubiquitin chains (PubMed:27753622). Colocalizes with TIA1, ZFAND1 and G3BP1 in cytoplasmic stress granules (SGs) in response to arsenite-induced stress treatment (PubMed:29804830). {ECO:0000269|PubMed:15456787, ECO:0000269|PubMed:16168377, ECO:0000269|PubMed:22120668, ECO:0000269|PubMed:23042605, ECO:0000269|PubMed:27753622, ECO:0000269|PubMed:29804830}.",0.018947905,-0.693535507,+,6,9.3,9.3,9.3,89.321,38.677,15585000,14751000,8963300,P55072,P55072,Transitional endoplasmic reticulum ATPase,VCP,sp|P55072|TERA_HUMAN Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4
-0.298188984,NaN,-1.016687155,-0.801128745,-0.705334961,0.368703461,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17081065}. Melanosome {ECO:0000269|PubMed:17081065}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV.,0.08026994,-0.705334961,,3,8.3,8.3,8.3,47.716,24.313,37138000,18069000,13453000,P23526,P23526,Adenosylhomocysteinase,AHCY,sp|P23526|SAHH_HUMAN Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4
-0.722815752,-0.535853863,-0.888354421,-0.724611461,-0.717908874,0.144065626,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix, basement membrane.",0.002149481,-0.717908874,+,39,34.8,34.8,34.1,151.25,323.31,859740000,9093800000,7274100000,Q14112,Q14112,Nidogen-2,NID2,sp|Q14112|NID2_HUMAN Nidogen-2 OS=Homo sapiens OX=9606 GN=NID2 PE=1 SV=3
-3.414000273,0.752412677,0.455018103,NaN,-0.735523164,2.324390371,"Single-pass type IV membrane protein {ECO:0000250|UniProtKB:Q4KM74}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000250|UniProtKB:Q4KM74}. Golgi apparatus, cis-Golgi network membrane {ECO:0000250|UniProtKB:Q4KM74}. Golgi apparatus, trans-Golgi network membrane {ECO:0000250|UniProtKB:Q4KM74}. Melanosome {ECO:0000269|PubMed:17081065}. Note=Concentrated most in the intermediate compartment/cis-Golgi network and the cis-Golgi cisternae 1 and 2. Greatly reduced in concentration at the trans end of the Golgi apparatus (By similarity). Identified by mass spectrometry in melanosome fractions from stage I to stage IV (PubMed:17081065). {ECO:0000250|UniProtKB:Q4KM74, ECO:0000269|PubMed:17081065}.;SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q4KM74}",0.638634654,-0.735523164,,2,8.4,8.4,8.4,24.593,12.209,31739000,3178400,4101900,O75396,O75396,Vesicle-trafficking protein SEC22b,SEC22B,sp|O75396|SC22B_HUMAN Vesicle-trafficking protein SEC22b OS=Homo sapiens OX=9606 GN=SEC22B PE=1 SV=4
-0.561790407,-0.6173926,-0.827307761,-0.937436163,-0.735981733,0.176380584,SUBCELLULAR LOCATION: Nucleus.,0.003606838,-0.735981733,+,5,14.6,14.6,14.6,47.655,79.408,27510000,174960000,101900000,Q09028;Q16576,Q09028,Histone-binding protein RBBP4,RBBP4,sp|Q09028|RBBP4_HUMAN Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3
-0.106080271,NaN,NaN,-1.367992401,-0.737036336,0.892306624,Cytoplasm,0.450732237,-0.737036336,,4,26.9,26.9,26.9,17.695,30.394,79442000,6202500,3281700,P62750,P62750,60S ribosomal protein L23a,RPL23A,sp|P62750|RL23A_HUMAN 60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1
-0.106616251,NaN,-1.276415229,-0.839415312,-0.740815597,0.591099687,Secreted,0.162125709,-0.740815597,,3,27.2,27.2,27.2,14.285,18.902,4790600,20022000,16833000,O14737,O14737,Programmed cell death protein 5,PDCD5,sp|O14737|PDCD5_HUMAN Programmed cell death protein 5 OS=Homo sapiens OX=9606 GN=PDCD5 PE=1 SV=3
-1.083519816,NaN,-0.403427362,NaN,-0.743473589,0.480897986,"Single-pass type I membrane protein {ECO:0000305}. Cell projection, axon {ECO:0000250|UniProtKB:B0V2N1}. Perikaryon {ECO:0000250|UniProtKB:B0V2N1}. Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000250|UniProtKB:Q64605}. Cell junction, synapse, synaptosome {ECO:0000250|UniProtKB:Q64605}. Cell junction, synapse, postsynaptic density {ECO:0000250|UniProtKB:Q64605}. Cell projection, neuron projection {ECO:0000250|UniProtKB:B0V2N1}. Cell projection, growth cone {ECO:0000250|UniProtKB:B0V2N1}. Note=Is rapidly internalized when dendritic cells are stimulated with the TLR9 ligand cytidine-phosphate-guanosine (CpG) (PubMed:26231120). Detected in a punctate pattern along neurites and axon growth cones (By similarity). {ECO:0000250|UniProtKB:B0V2N1, ECO:0000269|PubMed:26231120}.;SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26231120}",0.273090796,-0.743473589,,2,1.2,1.2,1.2,217.04,12.042,12000000,20247000,29782000,Q13332,Q13332,Receptor-type tyrosine-protein phosphatase S,PTPRS,sp|Q13332|PTPRS_HUMAN Receptor-type tyrosine-protein phosphatase S OS=Homo sapiens OX=9606 GN=PTPRS PE=1 SV=3
-0.469677627,NaN,-1.028704762,NaN,-0.749191195,0.395291878,"Cytoplasmic side {ECO:0000269|PubMed:18362181}. Note=Colocalizes with HGS on bilayered clathrin coats on endosomes.;Cytoplasmic side. Membrane, clathrin-coated pit. Note=Recruited to the plasma membrane upon EGFR activation and localizes to coated pits. Colocalizes with UBQLN1 in ubiquitin-rich cytoplasmic aggregates that are not endocytic compartments and in cytoplasmic juxtanuclear structures called aggresomes. {ECO:0000269|PubMed:16159959}.;Peripheral membrane protein;Peripheral membrane protein {ECO:0000269|PubMed:18362181};SUBCELLULAR LOCATION: [Isoform 2]: Early endosome membrane {ECO:0000269|PubMed:18362181};SUBCELLULAR LOCATION: Cytoplasm. Cell membrane",0.227332178,-0.749191195,,2,3.2,3.2,3.2,98.655,26.435,10000000,4375600,2352200,P42566,P42566,Epidermal growth factor receptor substrate 15,EPS15,sp|P42566|EPS15_HUMAN Epidermal growth factor receptor substrate 15 OS=Homo sapiens OX=9606 GN=EPS15 PE=1 SV=2
-0.894837201,NaN,-0.776849389,-0.57884407,-0.750176887,0.159676177,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.;SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.,0.01476819,-0.750176887,+,3,15.4,15.4,15.4,27.406,31.561,36287000,89196000,74454000,Q8IZP2;P50502;Q8NFI4,Q8IZP2;P50502;Q8NFI4,Putative protein FAM10A4;Hsc70-interacting protein;Putative protein FAM10A5,ST13P4;ST13;ST13P5,sp|Q8IZP2|ST134_HUMAN Putative protein FAM10A4 OS=Homo sapiens OX=9606 GN=ST13P4 PE=5 SV=1;sp|P50502|F10A1_HUMAN Hsc70-interacting protein OS=Homo sapiens OX=9606 GN=ST13 PE=1 SV=2;sp|Q8NFI4|F10A5_HUMAN Putative protein FAM10A5 OS=Homo sapiens OX=9606 GN=S
-0.745452404,-0.690998077,-0.851078928,-0.747608602,-0.758784503,0.06687278,Lipid-anchor {ECO:0000269|PubMed:19261853}. Note=About 30% of total UCHL1 is associated with membranes in brain.;SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19261853}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:19261853},0.00018739,-0.758784503,+,7,42.2,42.2,42.2,24.824,107.11,131080000,678230000,449170000,P09936,P09936,Ubiquitin carboxyl-terminal hydrolase isozyme L1,UCHL1,sp|P09936|UCHL1_HUMAN Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Homo sapiens OX=9606 GN=UCHL1 PE=1 SV=2
-0.835115612,-0.418567687,-0.866909981,-0.927441478,-0.762008689,0.232141216,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.;SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:12829261}. Nucleus {ECO:0000250}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:12829261}. Membrane {ECO:0000269|PubMed:12829261}. Cytoplasm, cytoskeleton {ECO:0000250}. Note=Translocates to the nucleus following S-nitrosylation and interaction with SIAH1, which contains a nuclear localization signal (By similarity). Postnuclear and Perinuclear regions. {ECO:0000250}.",0.007188226,-0.762008689,+,10,38.5,38.5,38.5,36.053,267.01,579140000,1391400000,2153600000,P04406;O14556,P04406,Glyceraldehyde-3-phosphate dehydrogenase,GAPDH,sp|P04406|G3P_HUMAN Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3
-0.604925394,-1.079087973,-0.991943479,-0.465340674,-0.78532438,0.296604038,Cytoplasm,0.013141385,-0.78532438,+,4,33.8,33.8,28.4,24.763,126.93,60916000,295660000,210060000,P24534,P24534,Elongation factor 1-beta,EEF1B2,sp|P24534|EF1B_HUMAN Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3
-0.782743931,NaN,-1.024971485,-0.563923419,-0.790546278,0.230623042,"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:18984161, ECO:0000269|PubMed:21081503}. Nucleus {ECO:0000269|PubMed:18984161, ECO:0000269|PubMed:21081503}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:18984161}. Note=A small fraction is also associated with the cytoskeleton (PubMed:18984161).",0.027215311,-0.790546278,+,2,10.5,10.5,10.5,26.215,20.7,22666000,94173000,45792000,P54105,P54105,Methylosome subunit pICln,CLNS1A,sp|P54105|ICLN_HUMAN Methylosome subunit pICln OS=Homo sapiens OX=9606 GN=CLNS1A PE=1 SV=1
-0.857184768,-0.544188559,-0.859090507,-0.924617946,-0.796270445,0.170953476,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.",0.002618809,-0.796270445,+,3,35.7,35.7,27.1,15.054,32.195,56303000,290420000,277980000,P07737,P07737,Profilin-1,PFN1,sp|P07737|PROF1_HUMAN Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2
-0.545770764,NaN,NaN,-1.064555287,-0.805163026,0.366836054,Cytoplasm,0.198410277,-0.805163026,,6,16.2,16.2,16.2,29.995,41.212,520800000,8699100,7469100,P62424,P62424,60S ribosomal protein L7a,RPL7A,sp|P62424|RL7A_HUMAN 60S ribosomal protein L7a OS=Homo sapiens OX=9606 GN=RPL7A PE=1 SV=2
-0.941632152,NaN,-0.69047451,NaN,-0.816053331,0.177595271,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:1729596}. Nucleus, nucleoplasm {ECO:0000269|PubMed:16360036, ECO:0000269|PubMed:1729596, ECO:0000269|PubMed:18775702, ECO:0000269|PubMed:22721921}. Cell projection, podosome {ECO:0000269|PubMed:22721921}. Note=Recruited to p53/TP53-responsive promoters, in the presence of functional p53/TP53 (PubMed:16360036). In case of ASFV infection, there is a shift in the localization which becomes predominantly nuclear (PubMed:18775702).",0.097204085,-0.816053331,,2,4.8,4.8,4.8,50.976,12.295,1993500,7314000,5677400,P61978,P61978,Heterogeneous nuclear ribonucleoprotein K,HNRNPK,sp|P61978|HNRPK_HUMAN Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1
-0.818768859,-0.743213415,-1.167831063,-0.58192879,-0.827935532,0.247190989,"co-localizes in mitochondria with the glucocorticoid receptor (PubMed:21730050). Colocalized with MAPT/TAU in the distal part of the primary cortical neurons (By similarity). {ECO:0000250|UniProtKB:Q9QVC8, ECO:0000269|PubMed:21730050}.;SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:2378870}. Mitochondrion {ECO:0000269|PubMed:21730050}. Nucleus {ECO:0000250|UniProtKB:P30416}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q9QVC8}. Cell projection, axon {ECO:0000250|UniProtKB:Q9QVC8}. Note=Shuttles from mitochondria to nucleus",0.006787349,-0.827935532,+,2,7,7,7,51.804,13.149,7506900,35925000,26982000,Q02790,Q02790,"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed",FKBP4,sp|Q02790|FKBP4_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens OX=9606 GN=FKBP4 PE=1 SV=3
-0.82024014,-0.188021049,-1.176218033,-1.172050953,-0.839132544,0.46503204,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:25263439}. Nucleus. Note=Translocates to the nucleus in response to different apoptotic stimuli. Nuclear translocation is sufficient to induce cell death that is caspase independent, isoform-specific and independent of its enzymatic activity.",0.036531364,-0.839132544,+,13,26.6,26.6,26.6,57.936,172.63,486200000,563510000,429170000,P14618;P30613,P14618,Pyruvate kinase PKM,PKM,sp|P14618|KPYM_HUMAN Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4
NaN,NaN,-1.034455776,-0.645457625,-0.839956701,0.27506323,SUBCELLULAR LOCATION: Secreted {ECO:0000305}.,0.14486158,-0.839956701,,2,2,2,2,176.78,10.793,51513000,11307000,7387900,Q8N2E2,Q8N2E2,von Willebrand factor D and EGF domain-containing protein,VWDE,sp|Q8N2E2|VWDE_HUMAN von Willebrand factor D and EGF domain-containing protein OS=Homo sapiens OX=9606 GN=VWDE PE=2 SV=4
NaN,NaN,-0.849128425,-0.843318641,-0.846223533,0.004108138,"SUBCELLULAR LOCATION: Nucleus.;SUBCELLULAR LOCATION: Nucleus. Cytoplasm. Note=The intracellular distribution is cell cycle dependent. Localized to the nucleus and the cytoplasm during G1 phase. Nuclear levels decrease during S-phase;upon entering mitosis, relocalizes in the cytoplasm without association with chromatin.",0.002185362,-0.846223533,+,2,3.9,3.9,3.9,43.171,11.806,4443600,6191000,3804700,P54727;P54725,P54727;P54725,UV excision repair protein RAD23 homolog B;UV excision repair protein RAD23 homolog A,RAD23B;RAD23A,sp|P54727|RD23B_HUMAN UV excision repair protein RAD23 homolog B OS=Homo sapiens OX=9606 GN=RAD23B PE=1 SV=1;sp|P54725|RD23A_HUMAN UV excision repair protein RAD23 homolog A OS=Homo sapiens OX=9606 GN=RAD23A PE=1 SV=1
NaN,NaN,0.162983462,-1.887366533,-0.862191536,1.449816386,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.",0.554839231,-0.862191536,,4,23.9,23.9,23.9,24.005,26.264,405130000,13547000,15102000,Q07507,Q07507,Dermatopontin,DPT,sp|Q07507|DERM_HUMAN Dermatopontin OS=Homo sapiens OX=9606 GN=DPT PE=1 SV=2
-0.920064569,-0.843983769,-1.022917986,-0.703055263,-0.872505397,0.134675725,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.;SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19158340, ECO:0000269|PubMed:8650580}. Nucleus {ECO:0000269|PubMed:17177976, ECO:0000269|PubMed:8650580}. Nucleus, nucleolus {ECO:0000269|PubMed:8650580}. Cell membrane {ECO:0000269|PubMed:26497934}. Note=Colocalizes with DLC1 at actin-rich regions in the cell periphery (PubMed:19158340). Translocates together with ZPR1 from the cytoplasm to the nucleus and nucleolus after treatment with mitogens (PubMed:8650580). Localization at the cell membrane depends on EEF1A1 phosphorylation status and the presence of PPP1R16B (PubMed:26497934). {ECO:0000269|PubMed:19158340, ECO:0000269|PubMed:26497934, ECO:0000269|PubMed:8650580}.;SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.",0.000992452,-0.872505397,+,7,13.4,13.4,13.4,50.14,49.414,1414000000,238560000,274780000,P68104;Q5VTE0;Q05639,P68104;Q5VTE0;Q05639,Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3;Elongation factor 1-alpha 2,EEF1A1;EEF1A1P5;EEF1A2,sp|P68104|EF1A1_HUMAN Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1;sp|Q5VTE0|EF1A3_HUMAN Putative elongation factor 1-alpha-like 3 OS=Homo sapiens OX=9606 GN=EEF1A1P5 PE=5 SV=1;sp|Q05639|EF1A2_HUMAN Elongation factor 1-alpha 2 OS
-0.870818436,NaN,-0.920871079,-0.845416725,-0.879035413,0.038392433,Peripheral membrane protein {ECO:0000269|PubMed:8842728}. Secreted {ECO:0000269|PubMed:8842728}. Note=Proteolytic cleavage may release it from the cell surface into the extracellular space.;SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:8842728},0.000635248,-0.879035413,+,10,16.9,16.9,16.9,76.111,69.086,9834500,146640000,76484000,P23352,P23352,Anosmin-1,KAL1,sp|P23352|KALM_HUMAN Anosmin-1 OS=Homo sapiens OX=9606 GN=ANOS1 PE=1 SV=3
-0.193456382,0.493601143,-0.534056902,-3.331176519,-0.891272165,1.68182014,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11991638, ECO:0000269|PubMed:28502770, ECO:0000269|PubMed:29301961, ECO:0000269|PubMed:29360106}. Nucleus speckle {ECO:0000269|PubMed:22961380}. Note=Concentrates around speckles, which are sites of pre-mRNA synthesis and processing, where it colocalizes with EJC core proteins. {ECO:0000269|PubMed:22961380}.",0.366971755,-0.891272165,,6,7.4,7.4,7.4,105.47,38.849,46496000,5819300,3557600,Q9HCG8,Q9HCG8,Pre-mRNA-splicing factor CWC22 homolog,CWC22,sp|Q9HCG8|CWC22_HUMAN Pre-mRNA-splicing factor CWC22 homolog OS=Homo sapiens OX=9606 GN=CWC22 PE=1 SV=3
-0.774080813,-0.800744653,-0.912482798,-1.086997628,-0.893576473,0.142204257,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.",0.001086206,-0.893576473,+,13,20.2,20.2,20.2,90.973,125.98,127730000,641210000,561360000,Q9HCB6,Q9HCB6,Spondin-1,SPON1,sp|Q9HCB6|SPON1_HUMAN Spondin-1 OS=Homo sapiens OX=9606 GN=SPON1 PE=1 SV=2
-0.317767143,0.038376663,-1.451898813,-1.864281297,-0.898892648,0.904428305,SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q8K2F0}. Note=Detected on chromatin. {ECO:0000250|UniProtKB:Q8K2F0}.;SUBCELLULAR LOCATION: Nucleus {ECO:0000305}. Note=Detected on chromatin and nucleosomes.,0.140990389,-0.898892648,,4,5.2,5.2,5.2,88.06,28.127,119930000,17202000,11998000,P25440;Q15059,P25440,Bromodomain-containing protein 2,BRD2,sp|P25440|BRD2_HUMAN Bromodomain-containing protein 2 OS=Homo sapiens OX=9606 GN=BRD2 PE=1 SV=2
NaN,NaN,-0.896683693,-0.906061232,-0.901372463,0.006630922,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16442775}. Nucleus {ECO:0000269|PubMed:16442775}. Cell projection, lamellipodium {ECO:0000269|PubMed:11919189}. Cell projection, ruffle {ECO:0000269|PubMed:11919189}. Note=Isoform 3 is mainly cytoplasmic and isoform 1 and isoform 3 are excluded from the nucleolus. Colocalizes with ITGB1 and ITGB1BP1 at the edge or peripheral ruffles and lamellipodia during the early stages of cell spreading on fibronectin or collagen but not on vitronectin or laminin substrates. {ECO:0000269|PubMed:11919189, ECO:0000269|PubMed:16442775}.;SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16442775}. Nucleus {ECO:0000269|PubMed:16442775}. Note=Cell-cycle dependent nuclear localization which can be induced by interaction with Epstein-barr viral proteins or by degradation of the SET complex by GzmA.",0.003311546,-0.901372463,+,3,28.3,28.3,28.3,17.149,23.25,18653000,97592000,59099000,P15531;P22392;O60361,P15531;P22392,Nucleoside diphosphate kinase A;Nucleoside diphosphate kinase B,NME1;NME2,sp|P15531|NDKA_HUMAN Nucleoside diphosphate kinase A OS=Homo sapiens OX=9606 GN=NME1 PE=1 SV=1;sp|P22392|NDKB_HUMAN Nucleoside diphosphate kinase B OS=Homo sapiens OX=9606 GN=NME2 PE=1 SV=1
-0.982656002,NaN,-0.862627625,-0.975084543,-0.940122724,0.067219413,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasm, cell cortex {ECO:0000250}.;SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:22351778, ECO:0000269|PubMed:9508771}. Cytoplasm {ECO:0000269|PubMed:22351778, ECO:0000269|PubMed:9508771}. Cell junction {ECO:0000250|UniProtKB:P57780}. Cytoplasm, cytoskeleton, stress fiber {ECO:0000269|PubMed:9508771}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs. Nuclear translocation can be induced by the PI3 kinase inhibitor wortmannin or by cytochalasin D. Exclusively localized in the nucleus in a limited number of cell lines (breast cancer cell line MCF-7, oral floor cancer IMC-2, and bladder cancer KU-7). {ECO:0000269|PubMed:17289661, ECO:0000269|PubMed:9508771}.",0.001699772,-0.940122724,+,13,29.1,29.1,18.1,104.85,302.03,361450000,302130000,227000000,O43707;Q9H254,O43707,Alpha-actinin-4,ACTN4,sp|O43707|ACTN4_HUMAN Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2
-1.05185926,0.284739107,-1.709953189,-1.324057579,-0.95028273,0.866487848,Nucleus,0.115883614,-0.95028273,,3,27.9,27.9,27.9,12.259,106.47,1277500000,124310000,60722000,P84090,P84090,Enhancer of rudimentary homolog,ERH,sp|P84090|ERH_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1
-7.784962177,NaN,5.879803658,NaN,-0.95257926,9.662448585,Single-pass type II membrane protein {ECO:0000305}.;SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305},0.911810172,-0.95257926,,2,7.8,7.8,7.8,41.294,18.227,38462000,9725000,294190000,Q92187,Q92187,"CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase",ST8SIA4,"sp|Q92187|SIA8D_HUMAN CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase OS=Homo sapiens OX=9606 GN=ST8SIA4 PE=1 SV=1"
-0.377290368,NaN,-0.933159888,-1.582771182,-0.964407146,0.603347571,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12581153, ECO:0000269|PubMed:12832472, ECO:0000269|PubMed:12941847, ECO:0000269|PubMed:16362050, ECO:0000269|PubMed:17395637}. Cytoplasm {ECO:0000269|PubMed:12581153, ECO:0000269|PubMed:17395637}. Note=Binds alpha-importin and is mostly nuclear (PubMed:16362050).;SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15994294}.",0.109457578,-0.964407146,,3,10.9,10.9,10.9,40.623,45.403,2682400,65233000,11697000,O94992;Q96MH2,O94992,Protein HEXIM1,HEXIM1,sp|O94992|HEXI1_HUMAN Protein HEXIM1 OS=Homo sapiens OX=9606 GN=HEXIM1 PE=1 SV=1
-1.182183862,-0.752577305,-1.024677992,-0.913705349,-0.968286127,0.181146019,"SUBCELLULAR LOCATION: [Isoform MBP-1]: Nucleus.;SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10802057}. Cell membrane {ECO:0000269|PubMed:10802057}. Cytoplasm, myofibril, sarcomere, M line {ECO:0000269|PubMed:10802057}. Note=Can translocate to the plasma membrane in either the homodimeric (alpha/alpha) or heterodimeric (alpha/gamma) form. ENO1 is localized to the M line.;SUBCELLULAR LOCATION: Cytoplasm. Note=Localized to the Z line. Some colocalization with CKM at M-band (By similarity). {ECO:0000250}.",0.001749616,-0.968286127,+,7,21.9,21.9,17.7,47.168,103.71,220880000,176570000,119210000,P06733;P13929,P06733,Alpha-enolase,ENO1,sp|P06733|ENOA_HUMAN Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2
